Código,Descripción,Marca,Modelo,Precio USD,Referencia,Descuento,Proveedor,Imagen
WAW-25,Anillos,GM,Aveo,16.50,21.00,,kod-Sc001,/Uploads/Kode import/Fotos_Kode/test8.jpg
